,CustomerId,CreditScore,Geography,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,AgeGroup,Exited
1841,15788539,1,1,1,3,6,1,1,0,1,5,0
1842,15747222,9,2,1,8,1,2,1,1,6,5,0
1843,15769346,3,1,1,1,9,2,1,0,3,6,0
1844,15699634,6,1,1,2,1,2,1,1,8,6,0
1845,15589076,9,1,0,9,1,1,0,1,10,6,1
1846,15812338,1,2,1,7,1,1,1,0,6,5,0
1847,15758845,3,2,1,0,4,1,0,1,4,6,1
1848,15685844,1,3,1,8,9,1,0,1,10,5,0
1849,15583090,3,2,1,8,1,2,1,0,3,5,0
1850,15587581,10,3,1,5,9,2,1,1,9,5,0
1851,15633640,10,1,1,4,10,1,1,1,5,6,0
1852,15573741,7,2,0,10,5,1,1,1,6,6,0
1853,15633574,8,1,1,4,10,1,1,0,7,6,0
1854,15711455,9,3,1,4,6,1,0,0,5,6,1
1855,15570601,10,1,1,9,8,1,1,1,2,6,1
1856,15690925,2,2,1,2,4,1,1,0,5,5,1
1857,15709338,2,1,1,1,7,1,1,1,9,5,0
1858,15780746,8,1,0,4,1,2,1,1,10,7,0
1859,15681956,7,1,0,9,1,2,1,1,4,5,0
1860,15778190,5,2,1,8,6,1,1,1,9,5,0
1861,15786852,2,3,1,2,10,2,1,1,9,6,0
1862,15726494,1,1,0,9,10,1,1,0,4,6,1
1863,15641183,8,2,0,8,5,1,1,0,5,5,0
1864,15805312,4,1,0,7,8,1,0,1,6,6,0
1865,15636572,9,1,1,7,1,2,1,1,6,5,0
1866,15632575,2,1,1,9,1,1,1,1,7,7,0
1867,15740164,8,1,1,3,5,1,1,1,4,5,0
1868,15574947,6,1,0,8,6,2,0,1,2,6,0
1869,15597909,5,3,0,7,8,1,1,0,8,5,0
1870,15782574,4,2,0,6,1,2,0,0,4,5,0
1871,15734999,5,2,0,2,5,1,1,0,1,6,0
1872,15706593,10,2,1,10,1,2,1,1,2,6,0
1873,15766686,6,3,1,1,6,1,1,0,2,6,0
1874,15590268,2,2,0,5,5,1,1,1,6,5,0
1875,15763055,3,2,0,5,6,1,0,1,7,5,0
1876,15664754,5,3,0,9,8,4,0,1,1,6,1
1877,15643630,9,2,0,9,4,2,1,0,10,6,1
1878,15641043,5,2,0,7,1,2,1,1,4,5,0
1879,15768095,3,1,0,9,1,1,0,1,7,5,0
1880,15811314,3,3,1,9,9,2,1,0,7,6,0
1881,15669922,2,2,1,2,1,2,1,1,1,6,0
1882,15707114,10,1,0,2,1,2,0,1,1,5,0
1883,15670602,10,3,0,7,6,1,0,1,9,4,0
1884,15713479,6,1,0,6,1,2,1,0,1,5,0
1885,15663830,2,2,0,6,1,2,1,1,1,5,0
1886,15566958,6,2,0,7,10,1,1,1,3,6,0
1887,15680918,4,2,0,8,7,1,1,0,7,5,0
1888,15663921,1,1,0,7,1,2,1,1,9,6,0
1889,15716324,6,1,1,9,9,1,1,1,6,4,0
1890,15796969,8,1,0,4,1,2,1,1,4,5,0
1891,15574783,3,1,1,1,1,2,1,1,10,6,0
1892,15773487,5,3,1,8,5,1,0,0,10,5,0
1893,15802486,1,1,0,3,1,2,1,1,7,5,0
1894,15783398,2,2,1,7,7,1,1,0,6,6,0
1895,15649418,9,1,1,7,10,2,1,1,6,5,0
1896,15604588,10,2,1,3,1,2,0,1,9,6,0
1897,15735428,6,2,1,0,1,2,0,0,5,6,0
1898,15629078,10,3,1,5,8,1,1,1,10,6,1
1899,15806880,4,2,1,6,1,1,1,1,6,5,0
1900,15754999,3,1,1,8,1,1,1,1,7,5,0
1901,15781034,10,2,0,5,1,2,0,1,3,7,0
1902,15622017,9,2,1,10,1,1,1,1,5,5,0
1903,15705885,9,2,0,2,1,2,1,1,3,6,0
1904,15677382,4,2,1,1,6,1,1,1,10,7,0
1905,15566843,2,3,0,9,9,1,1,1,6,4,0
1906,15608387,10,1,1,4,1,2,1,0,6,5,0
1907,15810786,4,1,1,3,1,2,1,1,3,7,0
1908,15626983,4,2,1,6,1,2,1,1,2,6,0
1909,15773605,6,2,1,3,1,2,1,0,3,5,0
1910,15811261,4,2,0,0,4,1,1,1,7,6,0
1911,15590606,3,1,0,9,1,2,1,0,1,6,0
1912,15576644,7,3,1,4,5,1,1,0,7,5,1
1913,15750264,9,3,0,6,6,2,1,1,4,5,0
1914,15741554,9,2,0,2,7,1,1,1,9,5,0
1915,15769051,1,2,0,7,1,1,0,1,10,5,0
1916,15812198,2,3,0,1,6,1,0,0,2,6,1
1917,15699772,1,3,1,3,8,2,1,0,4,6,1
1918,15744105,9,1,1,3,6,2,0,1,3,5,0
1919,15739858,4,1,0,7,1,1,1,1,8,6,1
1920,15723720,3,1,1,7,1,2,0,1,3,5,0
1921,15638355,6,1,1,5,8,1,0,0,8,5,1
1922,15805637,4,1,0,9,6,3,1,0,7,6,1
1923,15629575,8,1,0,2,9,1,1,0,9,6,1
1924,15586243,6,1,0,8,8,1,1,1,5,6,0
1925,15757931,10,1,0,3,1,2,1,0,9,4,0
1926,15716023,7,1,0,1,1,2,0,1,10,5,0
1927,15647782,8,3,0,8,10,2,1,0,9,6,0
1928,15716609,1,3,0,3,9,1,0,0,3,6,1
1929,15623791,5,2,1,3,6,1,1,0,8,6,0
1930,15627262,2,3,0,6,5,2,1,0,7,4,0
1931,15652693,3,1,1,4,8,1,0,0,8,5,1
1932,15586993,6,2,1,5,1,2,1,1,3,6,0
1933,15815560,6,3,0,7,6,1,1,1,3,7,0
1934,15584930,8,3,0,5,7,2,1,0,1,5,0
1935,15799031,2,1,0,3,1,2,1,0,1,6,0
1936,15810457,8,3,1,9,10,2,1,0,9,5,0
1937,15697879,7,1,0,3,10,2,1,0,3,5,0
1938,15594902,1,1,0,3,5,1,0,1,9,6,0
1939,15799710,9,1,0,7,6,1,0,1,5,6,0
1940,15659651,2,3,1,7,7,1,1,0,6,5,1
1941,15645956,1,2,0,3,5,1,1,0,4,6,0
1942,15651713,7,1,0,6,9,1,1,0,10,6,0
1943,15737265,8,3,0,6,10,1,0,0,9,6,0
1944,15687310,10,2,0,9,1,2,1,0,8,6,0
1945,15607347,8,1,0,5,8,1,0,0,7,4,1
1946,15698321,5,3,0,3,5,2,1,1,8,5,0
1947,15657812,7,1,0,1,1,2,1,1,9,6,0
1948,15569187,7,2,0,9,1,2,0,0,8,5,0
1949,15681562,1,1,1,2,7,2,1,1,7,6,0
1950,15615456,7,1,1,10,8,1,1,0,5,6,1
1951,15589793,4,1,0,8,9,1,1,0,10,6,1
1952,15781884,4,3,0,9,5,2,0,1,1,5,0
1953,15675190,4,1,0,10,1,2,0,1,7,4,0
1954,15600734,4,2,0,5,10,2,1,1,9,6,0
1955,15779176,2,3,1,3,6,3,0,1,7,6,1
1956,15605286,2,1,0,4,7,2,1,1,7,6,1
1957,15674922,8,1,0,6,10,1,1,1,9,6,1
1958,15737506,5,1,0,6,1,1,0,0,8,6,0
1959,15780514,8,1,0,8,9,1,1,0,3,5,0
1960,15623647,6,2,1,1,9,1,1,0,5,6,0
1961,15668472,8,2,1,5,10,2,0,0,4,4,0
1962,15692416,1,2,1,8,9,3,1,0,8,6,1
1963,15771139,3,3,0,8,9,2,1,0,4,5,0
1964,15738318,10,1,1,5,6,1,1,0,5,6,1
1965,15772243,4,1,1,9,1,1,0,0,8,5,1
1966,15638463,7,3,1,8,9,1,1,1,9,6,0
1967,15598088,2,2,0,5,1,2,1,1,9,5,0
1968,15693468,1,2,1,9,9,1,0,0,1,6,0
1969,15671930,8,1,1,5,1,2,1,1,8,6,0
1970,15762268,6,1,1,10,9,1,1,0,3,6,0
1971,15780954,3,2,0,4,4,2,1,0,2,5,0
1972,15700174,8,2,1,0,5,1,0,0,3,5,0
1973,15635728,7,1,0,4,1,2,0,0,8,6,0
1974,15679283,7,1,1,4,8,2,1,0,9,5,0
1975,15591386,4,1,1,5,1,2,1,0,3,5,0
1976,15694192,3,2,1,6,1,2,0,0,9,6,0
1977,15585901,8,2,0,1,1,3,0,0,9,5,1
1978,15792329,1,3,0,5,6,2,1,0,9,6,0
1979,15635597,5,1,0,8,1,2,1,1,8,5,0
1980,15775880,2,1,1,9,1,2,1,1,2,5,0
1981,15630913,1,2,1,1,6,1,0,1,7,7,0
1982,15756680,6,1,0,6,10,1,1,0,8,5,0
1983,15587913,9,2,1,4,1,2,1,0,7,6,0
1984,15737605,2,2,1,1,8,2,1,1,9,6,0
1985,15627876,8,2,1,9,7,1,1,0,4,6,1
1986,15772601,10,3,1,2,5,2,0,0,10,6,0
1987,15758606,9,1,0,4,1,1,0,1,3,6,1
1988,15657107,2,2,1,8,6,1,1,0,9,6,1
1989,15622454,7,2,0,0,5,1,1,1,3,5,0
1990,15775803,10,2,0,1,1,2,0,1,10,6,0
1991,15570859,4,3,0,2,10,2,1,1,3,6,0
1992,15748381,4,1,1,6,10,2,1,1,4,5,0
1993,15787189,10,3,0,8,9,3,0,0,8,6,1
1994,15666055,8,1,1,7,1,1,1,0,4,6,1
1995,15617648,3,1,1,5,5,2,1,1,6,6,0
1996,15755678,2,1,0,2,1,2,0,0,3,7,1
1997,15624781,6,1,1,1,9,2,1,1,9,5,0
1998,15779497,4,1,0,5,8,1,1,1,1,6,0
1999,15567399,5,3,0,3,9,1,1,1,8,6,0
2000,15613656,10,1,0,1,4,1,1,1,5,6,0
2001,15734311,6,1,1,3,1,2,1,1,4,5,0
2002,15657214,4,1,0,2,1,2,0,1,3,7,0
2003,15799350,5,1,0,0,6,1,0,1,6,6,0
2004,15729970,7,3,0,8,8,1,0,1,4,5,0
2005,15725835,10,3,1,3,8,2,0,1,3,5,1
2006,15745543,7,1,0,7,1,2,1,0,2,6,0
2007,15727384,8,3,1,10,9,1,0,1,1,6,1
2008,15666916,5,1,0,6,6,2,1,0,10,6,0
2009,15732917,8,3,0,5,7,1,1,0,6,6,1
2010,15612050,2,2,1,8,10,1,1,1,8,6,0
2011,15726267,3,1,0,9,7,2,0,1,4,5,0
2012,15780124,10,1,0,9,6,1,0,1,4,7,0
2013,15742238,8,3,0,4,9,2,1,0,6,5,0
2014,15679024,2,1,0,3,7,1,1,0,4,5,0
2015,15715297,10,3,1,2,5,1,1,1,3,6,0
2016,15633612,7,1,0,4,10,1,1,1,6,5,0
2017,15602929,8,2,1,4,1,1,0,0,1,6,0
2018,15696703,7,3,0,3,10,2,1,0,8,5,0
2019,15756668,8,1,0,3,6,1,1,1,6,5,0
2020,15565779,4,3,1,6,4,1,1,0,10,5,0
2021,15795519,8,3,1,3,8,1,0,0,10,3,0
2022,15761477,1,3,0,4,8,2,1,0,5,4,0
2023,15731890,4,1,0,1,8,1,0,1,9,6,0
2024,15633043,2,2,1,6,1,1,0,0,2,6,1
2025,15752953,5,1,0,9,1,2,0,0,1,6,0
2026,15603088,1,2,1,9,1,2,0,1,3,4,0
2027,15606613,6,1,1,7,1,1,1,0,5,6,1
2028,15635939,1,1,1,9,1,2,1,0,6,6,0
2029,15666043,1,1,0,4,10,2,1,1,9,5,0
2030,15746190,4,2,1,2,1,2,0,1,6,5,0
2031,15591357,9,1,0,3,8,1,1,1,6,6,0
2032,15658716,6,3,1,5,5,3,1,0,9,6,1
2033,15679909,6,2,0,8,1,2,1,0,7,6,0
2034,15634262,8,3,0,4,9,2,1,1,2,5,0
2035,15799825,3,1,1,8,1,2,1,1,2,6,0
2036,15756875,10,2,0,6,9,1,0,1,3,5,0
2037,15678146,6,2,1,7,10,1,0,0,6,4,1
2038,15710743,4,1,0,0,1,1,1,1,7,6,1
2039,15595831,3,3,1,6,9,1,1,1,9,7,0
2040,15626684,2,1,1,5,10,1,0,1,8,6,0
2041,15709846,10,1,1,1,5,1,1,0,5,6,0
2042,15635459,6,3,1,3,6,2,1,0,1,5,0
2043,15642544,8,1,0,5,1,2,0,1,1,5,0
2044,15566494,1,1,0,2,1,2,1,0,4,6,0
2045,15655238,6,1,1,9,1,2,0,0,3,5,0
2046,15733429,1,3,0,8,7,2,1,1,1,5,0
2047,15814536,2,1,0,2,7,2,0,0,3,6,0
2048,15771702,3,1,1,5,10,2,1,0,7,5,0
2049,15723008,8,1,1,1,6,2,1,1,2,6,1
2050,15797160,1,1,1,8,1,1,1,1,10,6,1
2051,15792222,8,1,1,1,6,2,0,0,9,6,0
2052,15644765,7,3,0,4,7,1,0,1,8,5,0
2053,15610686,10,1,0,8,10,1,0,0,10,7,1
2054,15730868,9,1,0,5,1,2,1,1,2,6,0
2055,15705991,1,3,0,9,7,1,0,0,1,6,0
2056,15577078,2,2,0,6,1,1,1,1,8,6,1
2057,15679550,9,1,0,9,1,2,1,0,9,5,0
2058,15787655,8,1,0,3,1,2,1,0,9,6,0
2059,15668081,3,2,1,4,1,2,1,1,5,6,0
2060,15747980,9,2,0,6,9,2,1,0,10,6,0
2061,15710295,1,3,1,6,7,2,1,0,9,6,0
2062,15724443,7,3,1,3,8,1,0,1,5,5,0
2063,15571305,3,3,1,1,6,1,1,0,10,5,1
2064,15569503,9,1,0,6,1,2,1,1,9,6,0
2065,15581840,4,1,0,8,1,2,1,0,7,5,0
2066,15772262,2,3,0,9,7,1,1,1,7,6,0
2067,15767794,9,1,0,9,7,1,1,1,3,5,0
2068,15629338,6,2,1,2,4,1,1,0,6,5,1
2069,15790379,5,3,0,8,6,1,1,1,6,5,0
2070,15750684,8,1,1,4,1,1,1,0,2,6,1
2071,15697214,7,2,1,5,1,2,1,1,8,6,0
2072,15711015,9,1,0,4,1,2,1,1,10,6,0
2073,15573309,4,2,1,2,1,2,1,1,5,6,0
2074,15805303,6,3,0,1,9,1,1,0,10,6,1
2075,15741385,8,3,0,9,6,1,1,1,10,6,0
2076,15780254,6,1,0,6,1,1,0,0,10,6,1
2077,15744843,3,2,1,6,9,1,0,0,10,5,0
2078,15815626,5,1,0,2,4,2,1,1,6,7,1
2079,15784736,2,1,0,6,9,1,1,0,3,6,0
2080,15813412,8,1,1,3,4,1,1,0,4,6,1
2081,15809143,1,3,0,9,8,1,1,1,7,5,0
2082,15617617,10,2,0,7,1,2,1,1,9,6,0
2083,15779738,2,1,0,1,1,1,1,1,9,4,0
2084,15668669,1,1,1,5,6,1,1,0,6,6,1
2085,15687477,3,3,0,5,10,1,1,0,1,5,0
2086,15578908,8,2,1,0,1,2,1,1,7,5,0
2087,15687658,8,1,1,7,4,2,1,0,1,6,1
2088,15615020,3,3,1,9,10,2,0,1,5,6,0
2089,15608886,7,1,1,1,1,2,0,0,4,5,0
2090,15602551,6,2,0,9,1,2,1,0,4,6,0
2091,15672945,6,1,1,5,9,1,1,0,5,6,0
2092,15757408,6,2,0,3,10,3,0,1,5,6,1
2093,15806132,2,1,0,4,9,1,1,1,4,6,0
2094,15813022,2,2,0,1,1,2,0,0,5,7,0
2095,15673578,4,3,1,7,8,2,1,0,1,6,0
2096,15757916,4,1,1,9,1,2,1,1,3,6,0
2097,15689168,2,2,0,1,9,2,0,1,5,6,0
2098,15769216,4,1,1,2,1,1,1,0,3,6,1
2099,15593295,2,1,0,6,5,1,1,1,7,6,0
2100,15804814,9,1,0,4,1,2,1,0,7,6,0
2101,15778934,6,2,1,8,1,2,0,1,5,6,0
2102,15802351,9,3,1,6,5,2,1,1,3,5,0
2103,15630241,3,1,0,3,4,1,1,1,10,7,0
2104,15719561,9,1,0,5,1,3,0,0,3,6,0
2105,15615096,1,1,1,7,1,2,1,1,3,5,0
2106,15659931,5,3,1,1,8,1,1,0,5,6,1
2107,15714586,5,2,1,3,6,1,0,1,2,6,0
2108,15634949,3,3,0,5,10,2,1,1,4,7,0
2109,15589224,3,2,0,5,1,2,0,1,8,6,0
2110,15795990,8,3,1,10,9,1,1,1,1,6,1
2111,15603216,5,1,0,7,1,2,1,0,6,5,0
2112,15631201,1,2,1,4,1,2,1,0,1,5,0
2113,15686255,9,3,0,6,6,1,0,0,5,5,0
2114,15746594,8,2,0,8,1,1,1,0,7,5,0
2115,15718893,1,3,1,4,8,1,1,0,5,6,1
2116,15671609,7,1,0,7,1,2,1,0,2,6,0
2117,15652540,7,1,0,2,1,2,0,1,4,5,0
2118,15774857,1,1,1,7,1,2,1,0,8,5,1
2119,15791836,7,1,0,5,1,2,1,0,6,5,0
2120,15651554,4,3,1,4,7,1,1,1,7,6,1
2121,15583576,6,1,0,2,1,1,0,1,6,5,0
2122,15732740,9,2,1,9,10,1,0,0,3,5,0
2123,15723320,5,3,1,2,6,2,1,0,6,5,0
2124,15603851,7,1,0,7,8,4,0,0,10,5,1
2125,15777923,2,1,1,6,1,2,0,1,8,6,0
2126,15735719,10,1,1,9,1,2,1,1,4,6,0
2127,15703482,8,3,0,9,9,2,1,0,8,5,0
2128,15605835,9,1,0,8,4,2,0,1,6,6,0
2129,15664881,7,1,0,4,6,1,1,0,6,5,0
2130,15757568,7,1,1,6,1,1,1,1,7,6,0
2131,15792660,4,1,0,2,7,1,1,0,6,6,0
2132,15599722,4,2,1,6,5,2,1,1,6,6,1
2133,15726354,7,1,1,6,8,1,1,0,9,5,0
2134,15610355,8,1,0,1,4,1,1,0,4,6,0
2135,15704284,9,3,0,9,5,1,1,0,2,6,1
2136,15621893,8,1,0,4,8,1,1,1,3,3,0
2137,15588219,10,1,1,1,6,2,1,0,2,6,0
2138,15688619,8,2,0,3,6,2,1,1,10,6,0
2139,15765518,5,1,1,2,6,1,1,0,2,6,1
2140,15616931,6,1,0,8,6,1,1,0,3,6,0
2141,15758372,6,1,0,7,1,2,1,1,3,3,1
2142,15782591,7,1,0,6,7,1,1,0,9,5,0
2143,15612109,10,1,0,9,8,2,1,1,10,6,0
2144,15613712,5,2,0,1,1,2,1,0,4,5,0
2145,15639322,5,2,0,4,9,2,1,0,5,5,0
2146,15594349,10,1,0,5,8,1,0,1,3,6,0
2147,15574167,6,1,0,2,6,1,1,1,9,5,0
2148,15811842,5,2,0,7,1,2,1,1,1,5,0
2149,15648794,10,2,0,4,6,1,1,0,2,6,1
2150,15771211,6,1,0,10,5,1,0,1,2,6,0
2151,15588614,9,1,0,7,1,1,1,0,8,6,1
2152,15630698,9,1,1,9,6,1,0,1,3,6,1
2153,15694200,7,1,0,8,10,1,0,0,3,6,1
2154,15721426,4,3,0,10,8,3,0,0,1,7,1
2155,15725997,6,1,1,6,6,1,1,0,1,5,0
2156,15762138,4,1,0,5,1,2,1,0,9,6,0
2157,15750649,9,1,1,3,1,2,1,1,10,6,0
2158,15685706,8,1,1,7,7,1,1,1,8,6,0
2159,15641835,7,1,0,3,9,1,0,1,3,7,0
2160,15586821,8,1,0,5,1,2,0,1,1,5,0
2161,15569678,2,3,0,6,10,1,1,0,8,5,0
2162,15793842,7,1,1,2,5,1,1,0,7,5,0
2163,15667554,4,1,0,6,1,2,1,1,3,5,0
2164,15794479,9,2,0,8,9,1,1,1,10,7,0
2165,15585041,1,1,0,7,1,2,0,1,8,5,0
2166,15780650,6,1,0,9,1,1,1,1,5,6,0
2167,15780846,10,1,0,1,8,2,0,1,4,5,0
2168,15805260,8,3,1,2,9,1,1,0,5,6,1
2169,15621629,9,3,0,8,5,2,1,1,2,6,0
2170,15662151,2,1,0,4,1,1,0,1,9,6,0
2171,15747174,2,3,0,9,10,2,1,1,10,6,0
2172,15651585,6,3,0,2,7,1,1,1,5,5,0
2173,15649738,7,1,1,0,1,2,1,1,7,6,0
2174,15633108,5,1,0,4,9,1,1,0,9,5,0
2175,15769254,9,3,1,9,6,2,0,0,10,5,0
2176,15704746,7,2,0,2,10,2,1,1,3,5,0
2177,15637644,6,1,1,4,1,2,0,1,2,4,0
2178,15609562,9,2,1,1,7,1,1,0,1,6,0
2179,15787459,9,2,0,3,5,1,0,0,6,6,0
2180,15762902,5,1,1,7,1,2,0,1,2,6,0
2181,15738605,5,3,1,5,8,1,1,1,3,6,1
2182,15724889,6,2,0,9,1,1,0,1,5,6,0
2183,15730735,8,1,0,9,4,2,1,1,2,6,0
2184,15689147,5,1,1,1,1,2,1,0,7,6,0
2185,15730397,9,2,0,1,6,1,1,1,10,6,0
2186,15762169,2,3,0,9,9,2,1,0,5,6,1
2187,15589320,7,2,0,8,1,1,1,1,4,5,0
2188,15799211,8,2,1,8,10,1,1,1,7,5,0
2189,15798310,1,1,0,2,10,1,1,1,10,5,0
2190,15609998,7,3,1,5,9,1,1,0,8,6,1
2191,15583548,2,2,1,6,7,1,1,0,5,6,1
2192,15761763,10,1,0,8,10,1,1,0,8,5,0
2193,15764409,4,1,0,9,6,1,1,1,6,6,0
2194,15710161,10,1,1,2,1,2,1,1,9,5,0
2195,15735246,10,2,1,9,1,2,0,0,6,6,1
2196,15791700,9,3,0,2,7,4,1,1,8,6,1
2197,15670753,4,2,0,2,8,1,1,1,2,5,0
2198,15573876,1,2,0,8,1,2,1,0,4,6,0
2199,15770174,9,1,0,6,9,1,1,0,3,5,0
2200,15641114,7,1,0,8,8,1,1,1,7,6,0
2201,15682435,4,1,0,4,9,2,1,0,6,5,0
2202,15751788,10,2,0,9,6,1,1,1,9,5,0
2203,15672598,4,2,0,9,7,1,1,1,9,5,0
2204,15762803,1,1,0,3,1,2,1,0,1,5,0
2205,15812982,1,2,0,2,1,1,0,0,9,6,0
2206,15597901,4,1,0,1,1,1,1,1,10,5,0
2207,15731507,1,1,1,1,10,1,0,0,3,5,0
2208,15809826,8,1,1,2,6,1,1,0,2,6,1
2209,15764237,6,2,0,9,1,2,0,0,5,5,0
2210,15769917,6,3,1,1,8,3,0,1,4,5,0
2211,15641850,8,1,0,0,6,1,1,0,6,6,0
2212,15770974,9,3,1,8,10,2,0,0,6,6,0
2213,15803749,1,3,1,4,5,2,1,1,1,6,1
2214,15684999,10,1,1,4,4,2,0,1,9,5,0
2215,15770225,1,1,0,9,1,2,1,1,4,6,0
2216,15627484,7,1,1,5,7,1,1,0,7,6,0
2217,15610337,6,2,0,2,6,1,1,0,9,5,0
2218,15752488,8,2,1,9,6,1,1,1,6,5,0
2219,15610056,5,3,1,6,8,2,0,1,7,5,0
2220,15806049,8,3,1,5,9,1,1,0,8,6,0
2221,15736069,9,3,1,6,8,1,1,0,6,5,1
2222,15763662,8,3,0,2,4,2,1,1,9,6,0
2223,15615575,8,1,0,8,1,2,1,1,7,5,0
2224,15691723,5,2,0,9,6,1,1,0,6,6,0
2225,15774098,7,3,0,3,8,2,0,1,3,6,0
2226,15750808,10,2,0,2,8,2,1,1,10,6,0
2227,15744368,5,2,0,6,6,1,1,1,7,6,0
2228,15610594,5,1,1,8,1,2,1,0,2,6,0
2229,15756125,9,2,0,5,9,2,1,0,8,6,0
2230,15623277,7,1,1,8,1,2,1,1,10,5,0
2231,15795954,9,1,0,2,10,1,1,0,2,5,0
2232,15671969,5,2,0,8,1,2,1,0,9,6,0
2233,15791268,2,2,0,0,8,1,0,0,4,6,0
2234,15713655,8,1,1,10,1,2,1,1,3,6,1
2235,15633930,5,2,1,6,10,2,1,0,8,6,1
2236,15712849,5,3,0,3,8,1,0,0,9,6,1
2237,15639077,4,1,1,2,10,3,1,0,8,5,1
2238,15808784,10,1,0,2,10,2,1,1,8,5,0
2239,15648577,1,1,1,3,1,1,1,1,9,5,1
2240,15670345,10,3,1,6,8,1,0,0,10,5,0
2241,15633112,7,3,0,3,7,2,1,0,1,6,1
2242,15714397,4,3,1,2,6,2,1,1,9,5,0
2243,15780038,9,2,0,6,7,1,1,0,9,6,1
2244,15756305,1,1,1,6,1,2,1,1,9,7,0
2245,15578799,4,1,1,10,4,1,1,1,10,6,1
2246,15800326,8,2,1,6,1,2,1,0,5,6,0
2247,15785485,3,3,1,2,9,1,0,1,6,6,0
2248,15783958,2,2,1,1,8,2,0,0,1,6,0
2249,15727546,9,1,0,9,1,2,1,1,3,5,0
2250,15739576,8,2,0,8,1,2,1,1,1,4,0
2251,15631333,6,2,1,8,8,1,1,0,3,5,0
2252,15604782,8,3,1,7,10,1,0,1,10,5,0
2253,15589643,7,2,1,7,1,1,1,1,7,6,0
2254,15585533,7,1,0,6,9,1,0,1,9,6,0
2255,15681506,1,2,0,1,1,2,1,1,10,6,0
2256,15630551,7,1,0,2,10,1,1,1,1,5,0
2257,15698349,7,2,1,4,1,2,1,1,8,5,0
2258,15776631,1,1,1,5,7,1,0,1,5,6,0
2259,15762216,7,1,1,4,8,2,1,0,10,6,0
2260,15623927,3,1,0,9,1,2,1,1,5,6,0
2261,15681402,9,3,1,1,4,1,1,1,8,7,0
2262,15586264,3,1,0,2,9,1,1,0,2,6,1
2263,15594685,9,1,1,2,1,2,0,0,9,6,0
2264,15812945,3,1,1,0,1,1,1,1,5,5,0
2265,15734628,4,1,1,5,1,2,1,0,6,5,0
2266,15629323,4,3,1,4,7,2,1,0,9,6,1
2267,15666823,1,1,0,4,1,2,1,0,10,6,0
2268,15777553,6,1,1,9,8,1,1,0,5,6,1
2269,15613097,4,1,1,4,1,2,0,1,5,5,0
2270,15622217,2,1,1,8,5,2,0,0,2,6,1
2271,15703588,6,3,0,5,10,2,1,0,2,5,0
2272,15570835,1,3,1,4,7,1,1,1,3,6,1
2273,15679299,8,2,1,7,8,1,0,1,4,5,0
2274,15808044,3,1,1,9,6,3,1,0,6,7,1
2275,15579208,2,1,1,6,1,2,1,1,10,6,0
2276,15684951,2,1,1,2,4,2,1,0,1,6,1
2277,15667620,8,1,1,6,1,2,1,0,4,6,0
2278,15582960,1,1,1,5,8,1,0,1,8,5,0
2279,15590730,9,2,0,9,1,2,1,0,3,5,0
2280,15763747,8,1,0,7,1,2,1,1,4,6,0
2281,15778320,10,3,1,5,9,1,0,0,8,6,0
2282,15642787,3,1,0,1,8,1,0,0,6,6,0
2283,15624633,7,1,0,9,5,1,1,1,9,6,0
2284,15766765,6,3,0,7,4,1,1,0,9,6,0
2285,15783615,5,3,0,3,8,4,1,1,3,6,1
2286,15640161,4,3,0,5,10,2,0,0,7,6,0
2287,15619889,2,1,0,4,1,1,1,0,10,5,0
2288,15579166,4,1,1,7,4,1,1,1,9,5,0
2289,15789097,5,1,0,8,1,2,0,1,3,6,1
2290,15674880,6,2,0,2,1,2,1,0,3,6,0
2291,15778157,3,2,0,8,5,2,1,0,6,5,0
2292,15779064,6,1,0,2,1,2,1,1,1,5,0
2293,15801265,7,2,1,0,4,1,1,0,10,6,1
2294,15589204,3,1,0,9,8,1,1,0,6,5,0
2295,15664543,7,1,0,7,1,1,0,1,8,6,1
2296,15582714,9,3,0,9,6,1,0,1,7,6,1
2297,15797595,8,1,1,9,8,1,1,1,6,6,0
2298,15614034,4,3,0,2,10,2,1,1,2,7,0
2299,15763171,5,3,1,2,7,1,1,1,2,5,0
2300,15647266,5,2,1,10,9,1,1,0,1,6,0
2301,15757577,6,1,1,8,1,2,1,1,6,7,0
2302,15736656,8,1,1,4,1,2,0,1,5,6,0
2303,15635078,8,2,0,0,8,1,0,1,10,6,0
2304,15680141,9,2,1,7,9,1,1,1,6,5,0
2305,15576945,3,1,0,0,1,1,1,0,8,5,0
2306,15602034,7,1,1,2,8,1,1,0,4,5,0
2307,15732020,4,3,0,6,6,2,0,1,10,6,0
2308,15611029,1,3,1,4,9,1,1,0,7,5,0
2309,15621210,4,3,0,9,8,1,1,1,2,6,1
2310,15569222,10,1,0,6,9,1,1,1,2,5,0
2311,15664639,5,1,0,9,8,1,0,0,9,4,0
2312,15724223,2,1,1,5,1,1,0,0,1,6,1
2313,15644621,3,3,1,9,6,2,1,0,8,6,0
2314,15756056,2,2,1,3,1,2,1,0,10,5,0
2315,15700353,6,1,1,6,1,2,1,0,3,6,0
2316,15624388,5,3,1,5,10,1,1,1,5,6,1
2317,15627212,5,1,1,2,7,1,1,1,3,6,0
2318,15648005,6,2,0,2,1,2,1,1,10,5,0
2319,15681446,5,3,1,9,10,1,1,1,8,6,0
2320,15775888,3,3,1,5,5,1,1,1,7,6,0
